OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2003036,04092021853,"LOWES FOODS #190 SEAFOOD, MEAT, & SAUSAGE",930 HIGH HOUSE RD,,CARY,NC,27513-3574,(919) 467-4441,2015/06/08 04:00:00+00,Food Stand,1816,-78.82691458,35.788417,M
2003037,04092025264,Rush Bowl Raleigh,2811 HILLSBOROUGH ST ,105,RALEIGH,NC,27607-7283,(919) 703-0006,2019/07/01 04:00:00+00,Food Stand,1828,-78.67493842,35.78888931,M
2003038,04092015033,Jersey Mikes Subs,1121-105 Falls River AVE ,,RALEIGH,NC,27614,(919) 848-4343,2007/12/12 05:00:00+00,Restaurant,1818,-78.58829014,35.90616936,M
2003039,04092021929,CIRCLE  K #3488,1032 N HARRISON  AVE ,,CARY,NC,27513,(919) 468-9848,2016/02/26 05:00:00+00,Food Stand,1829,-78.7823636,35.80445646,M
2003040,04092022028,PAPA MURPHY'S NC049,6106 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 790-7813,2017/08/09 04:00:00+00,Food Stand,1831,-78.6187408,35.86627943,M
2003041,04092016087,YAMATO,700 E WILLIAMS ST ,,APEX,NC,27502,(919) 303-8088,2012/01/17 05:00:00+00,Restaurant,1832,-78.84651301,35.7236133,M
2003042,04092110496,ROLESVILLE MIDDLE SCHOOL CAFE,4700 BURLINGTON MILLS RD ,,ROLESVILLE,NC,27571,(919) 570-2260 ext. 20288,2012/03/07 05:00:00+00,Public School Lunchrooms,1835,-78.48080273,35.9142912,M
2003043,04092021916,FOOD LION #561 PRODUCE,217 TIMBER DR ,,GARNER,NC,27529,(919) 779-5551,2015/11/12 05:00:00+00,Food Stand,1836,-78.60613102,35.68500723,M
2003044,04092021914,FOOD LION #996 PRODUCE,7971 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 772-0317,2015/11/12 05:00:00+00,Food Stand,1837,-78.69742539,35.66508155,M
2003045,04092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,1846,-78.7229363,35.8032419,M
2003046,04092030288,THE CORNER VENEZUELAN FOOD (WCID #539),903 N SMITHFIELD RD ,VARIOUS,KNIGHTDALE,NC,27545,(919) 539-6780,2015/09/04 04:00:00+00,Mobile Food Units,1849,-78.48796476,35.79576936,M
2003047,04092015966,Jin Jin China,421 Chapanoke Road,Ste. 162,RALEIGH,NC,27603,(919) 772-8868,2011/05/27 04:00:00+00,Restaurant,1855,-78.65333581,35.73464573,M
2003048,04092013461,Pine Hollow Golf Club Food Service,3300 GARNER RD ,,CLAYTON,NC,27520-9306,(919) 553-4554,2001/11/30 05:00:00+00,Restaurant,1880,-78.50626539,35.67653726,M
2003049,04092030481,Same O Dame O's (WCID # 770),2201 S Wilmington St,,RALEIGH,NC,27603,(919) 896-1333,2020/06/09 04:00:00+00,Mobile Food Units,1889,-78.63902655,35.752054,M
2003050,04092030240,BIG MIKES BBQ (WCID #418),1100 E WILLIAMS ST ,"610 GLENWOOD RALEIGH, NC 27603",CARY,NC,27502,(910) 436-3112,2012/03/12 04:00:00+00,Mobile Food Units,1891,-78.8438104,35.72060287,M
2003051,04092030286,JESSICA'S (WCID #540),10125 DIVISION DR ,Mobile Food Unit,RALEIGH,NC,27603,(919) 687-6420,2015/09/21 04:00:00+00,Mobile Food Units,1894,-78.7114342,35.63398295,M
2003052,04092017071,PERI BROTHERS PIZZA,7321 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 844-6692,2015/11/06 05:00:00+00,Restaurant,1901,-78.64725808,35.88069032,M
2003053,04092021650,HARRIS TEETER #353 DELI,13686 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2011/02/04 05:00:00+00,Food Stand,1903,-78.51867461,36.00548951,M
2003054,04092018345,Olive Tree Market,270 Nottingham DR ,,CARY,NC,27511,(919) 481-0321,2020/04/08 04:00:00+00,Restaurant,1909,-78.74294825,35.7683548,M
2003055,04092018481,Aladdin's Eatery,8201 Brier Creek  PKY ,Ste 107,RALEIGH,NC,27617,(919) 806-5700,2020/11/06 05:00:00+00,Restaurant,1917,-78.78334742,35.90685073,M
2003056,04092018159,Dunkin Donuts #348408,13600  New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 556-0335,2019/08/27 04:00:00+00,Restaurant,1935,-78.55751775,35.94316378,M
2003057,04092018042,Bodega,110 S White ST ,,WAKE FOREST,NC,27587,(984) 235-4187,2019/01/25 05:00:00+00,Restaurant,1938,-78.50961846,35.97912263,M
2003058,04092025197,The Bowls @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 213-1008,2018/08/01 04:00:00+00,Food Stand,1941,-78.6456917,35.77945516,M
2003059,04092012051,La Rancherita,102 N SALEM ST ,,APEX,NC,27502-1428,(919) 303-2448,1997/05/06 04:00:00+00,Restaurant,1949,-78.85126459,35.73076866,M
2003060,04092020819,Papa John's Pizza #1406,109 Vandora Springs RD ,,GARNER,NC,27529,(919) 661-0707,1997/10/31 04:00:00+00,Food Stand,1952,-78.62029775,35.71171636,M
2003061,04092012200,N.Y.Pizza,6458 TRYON RD,,CARY,NC,27518,(919) 852-2242,1998/02/05 05:00:00+00,Restaurant,1961,-78.7615544,35.74559939,M
2003062,04092021383,Harris Teeter #344 Meat/Seafood,6024 Falls of Neuse RD,,RALEIGH,NC,27609,(919) 872-5786,2006/04/10 04:00:00+00,Food Stand,1968,-78.6187408,35.86627943,M
2003063,04092015761,SUBWAY #2692,2424 WAKE FOREST RD ,,RALEIGH,NC,27608,(919) 829-0900,2011/06/29 04:00:00+00,Restaurant,1980,-78.62593167,35.81503317,M
2003064,04092110487,ALSTON RIDGE ELEMENTARY SCHOOL CAFETERIA,11555 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 544-2474 ext. 20151,2009/11/13 05:00:00+00,Public School Lunchrooms,1988,-78.89958886,35.85921379,M
2003065,04092017462,JASMIN OLIVZ MEDITERRANEAN,2501 BLUE RIDGE RD ,SUITE G-190,RALEIGH,NC,27607,(919) 800-8599,2016/11/09 05:00:00+00,Restaurant,1989,-78.70656515,35.81500557,M
2003066,04092018678,UNC Health Rex Holly Springs Hospital Kitchen,850 S MAIN ST,,HOLLY SPRINGS,NC,27540,,2021/07/13 04:00:00+00,Restaurant,2010,-78.83538921,35.64232892,M
2003067,04092021845,Walnut Creek East Main Concesion,3801  Rock Quarry RD ,,RALEIGH,NC,27601,(727) 481-1436,2015/04/29 04:00:00+00,Food Stand,2020,-78.57884845,35.7501844,M
2003068,04092018534,Waffle House #725,2624 WESTINGHOUSE BLVD,,RALEIGH,NC,27604,(919) 833-5954,2021/02/16 05:00:00+00,Restaurant,2023,-78.59823562,35.81659394,M
2003069,04092018120,Marco's Pizza #8486,7500 RAMBLE WAY,Suite 115,RALEIGH,NC,27616,(919) 825-1812,2019/06/26 04:00:00+00,Restaurant,2036,-78.537511,35.87630713,M
2003070,04092018141,Sheetz,13401 FALLS OF NEUSE RD,,RALEIGH,NC,27614,(919) 554-8858,2019/07/22 04:00:00+00,Restaurant,2050,-78.55932262,35.9435196,M
2003071,04092012149,New Panda Chinese Restaurant,2660 TIMBER DR ,,GARNER,NC,27529-2571,(919) 661-8393,1997/10/27 04:00:00+00,Restaurant,2060,-78.63679241,35.71604965,M
2003072,04092025351,Mudcats Stand #1 & Main Commissary,1501  NC Hwy 39 ,,ZEBULON,NC,27597,(919) 269-2287,2021/03/30 04:00:00+00,Food Stand,2056,-78.26879316,35.81734961,M
2003073,04092017491,MOE'S SOUTHWEST GRILL #100789,5020 ARCO ST ,,CARY,NC,27519,(919) 230-1720,2016/12/16 05:00:00+00,Restaurant,2074,-78.88191924,35.83347908,M
2003074,04092018601,Wok Haus,2526 HILLSBOROUGH ST ,STE 100,RALEIGH,NC,27607,(919) 434-8679,2021/04/07 04:00:00+00,Restaurant,2077,-78.6692269,35.78835156,M
2003075,04092020870,Papa John's Pizza,9611 Strickland Rd ,,RALEIGH,NC,27615,(919) 676-7272,1999/04/07 04:00:00+00,Food Stand,2096,-78.6561631,35.90108866,M
2003076,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 556-7800,2010/04/09 04:00:00+00,Restaurant,2107,-78.50482681,35.94464173,M
2003077,04092017517,GUASACA AREPA & SALSA GRILL,9918 CHAPEL HILL RD ,SUITE 103,CARY,NC,27513,(919) 377-8223,2017/01/31 05:00:00+00,Restaurant,2112,0,0,U
2003078,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 05:00:00+00,Food Stand,2117,-78.59474383,35.84867059,M
2003079,04092018315,Irregardless cafe,901 W MORGAN ST ,,RALEIGH,NC,27603-1511,(919) 833-8898,2020/02/06 05:00:00+00,Restaurant,2118,-78.65603068,35.78118378,M
2003080,04092017485,CITY MARKET SUSHI,315 BLAKE ST ,,RALEIGH,NC,27601,(919) 322-1987,2016/12/01 05:00:00+00,Restaurant,2119,-78.63561219,35.77622916,M
2003081,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 05:00:00+00,Restaurant,2120,-78.58765235,35.69782164,M
2003082,04092017026,N. C. BAGEL CAFE & DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015/12/19 05:00:00+00,Restaurant,2121,-78.84652326,35.82111262,M
2003083,04092018558,Mon Macaron,111 SEABOARD AVE ,Suite 118,RALEIGH,NC,27604,(919) 439-5737,2021/03/15 04:00:00+00,Restaurant,2151,-78.64016785,35.78860778,M
2003084,04092015765,WAFFLE HOUSE #1901,1051 DURHAM  RD ,,WAKE FOREST,NC,27587,(919) 554-2501,2011/07/07 04:00:00+00,Restaurant,2152,-78.55120145,35.97391774,M
2003085,04092017850,SEQIRUS CAFE,475 GREEN OAKS PKY ,,HOLLY SPRINGS,NC,27540,(919) 577-3810,2018/05/21 04:00:00+00,Restaurant,2153,-78.86718816,35.65081273,M
2003086,04092025372,Tastees @ TKA,2100 S WILMINGTON ST,,RALEIGH,NC,27603,(919) 977-7311,2021/07/07 04:00:00+00,Food Stand,2155,-78.64382237,35.75468277,M
2003087,04092110117,Green Hope High Sch. Cafeteria,2500 Carpenter Upchurch RD ,,CARY,NC,27519,(919) 380-3684,1999/08/12 04:00:00+00,Public School Lunchrooms,2171,-78.86673547,35.80474992,M
2003088,04092110115,Wakefield Elementary Cafeteria,2400 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3565,1999/06/30 04:00:00+00,Public School Lunchrooms,2170,-78.56641546,35.94649395,M
2003089,04092018106,Boulevard Pizza,2925 Wendell BLVD ,,WENDELL,NC,27591,(919) 365-0040,2019/06/03 04:00:00+00,Restaurant,2175,-78.37769913,35.79213283,M
2003090,04092018663,Burger King #6563,12301 Capital  BLVD ,,WAKE FOREST ,NC,27587,(919) 556-3585,2021/06/28 04:00:00+00,Restaurant,2185,-78.5394356,35.98203922,M
2003091,04092030364,Lili's Kitchen (WCID #636),18 Kinton Farm Ridge ,,FUQUAY VARINA,NC,27526,(919) 600-2285,2018/06/05 04:00:00+00,Mobile Food Units,2176,0,0,U
2003092,04092020857,Sam's Club #6570 Deli,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998/12/18 05:00:00+00,Food Stand,2196,-78.58500406,35.84648464,M
2003093,04092018741,Taco Bell #32554,6300 BATTLE BRIDGE RD ,,RALEIGH,NC,27610,(984) 884-6241,2021/11/23 05:00:00+00,Restaurant,2217,-78.5474137,35.72412009,M
2003094,04092021876,FOOD LION #2196 PRODUCE,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015/09/16 04:00:00+00,Food Stand,2238,-78.84918533,35.82217686,M
2003095,04092016397,GINO'S PIZZA,6260 GLENWOOD AVE ,STE 126,RALEIGH,NC,27612-2650,(919) 783-7555,2013/04/04 04:00:00+00,Restaurant,2259,-78.70313649,35.85876954,M
2003096,04092021710,FIRE WOK,442 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 821-8089,2012/06/08 04:00:00+00,Food Stand,2262,-78.63936414,35.77440995,M
2003097,04092012057,Waraji Japanese Restaurant,5910 DURALEIGH RD ,Ste 147,RALEIGH,NC,27612-2580,(919) 783-1883,1997/06/09 04:00:00+00,Restaurant,2285,-78.7119967,35.8587201,M
2003098,04092012875,Ruckus Pizza,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 835-2002,1999/02/18 05:00:00+00,Restaurant,2293,-78.67605091,35.77835817,M
2003099,04092012937,Pf Changs Restaurant,4325 Glenwood AVE ,Suite 2089,RALEIGH,NC,27612,(919) 787-7754,1999/06/08 04:00:00+00,Restaurant,2302,-78.68184484,35.84183815,T
2003100,04092012996,Glenaire Dining Services,4000 Glenaire Circle ,,CARY,NC,27511-3802,(919) 447-4482,1999/08/19 04:00:00+00,Restaurant,2306,-78.78515931,35.77628348,M
2003101,04092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998/09/14 04:00:00+00,Public School Lunchrooms,2313,-78.83012663,35.71965767,M
2003102,04092020869,Domino's Pizza # 7487,1121 -104 Falls River Ave ,,RALEIGH,NC,27614,(919) 870-1155,1999/03/29 04:00:00+00,Food Stand,2308,-78.58829014,35.90616936,M
2003103,04092110116,Reedy Creek Elem. Cafeteria,940 REEDY CREEK RD ,,CARY,NC,27513-3046,(919) 380-3660 ext. 21684,1999/08/04 04:00:00+00,Public School Lunchrooms,2315,-78.7681835,35.81273345,M
2003104,04092021831,HARRIS TEETER #319 MEAT & SEAFOOD,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 05:00:00+00,Food Stand,2320,-78.67971393,35.85737248,M
2003105,04092018542,HEYDAY BREWING,5301 TIN ROOF WAY,,RALEIGH,NC,27616-6734,(919) 351-6668,2021/02/23 05:00:00+00,Restaurant,2326,-78.53898399,35.86307691,M
2003106,04092021899,FOOD LION #193 PRODUCE,5633 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 781-0597,2015/10/22 04:00:00+00,Food Stand,2328,-78.68200551,35.85879117,M
2003107,04092016174,RIDGEWOOD WINE & BEER CO.,1214 RIDGE RD ,,RALEIGH,NC,27607,(919) 832-5232,2012/05/09 04:00:00+00,Restaurant,2382,-78.68558086,35.80212022,M
2003108,04092030493,Carnes 504 (WCID #782),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 903-4811,2020/09/10 04:00:00+00,Mobile Food Units,2384,-78.63902655,35.752054,M
2003109,04092016699,Sukhadia's Indian Cuisine,6715 Hillsborough Street,Suite 102,RALEIGH,NC,27606,(919) 389-1200,2014/05/30 04:00:00+00,Restaurant,2390,-78.7439181,35.78820637,M
2003110,04092022030,AUNTIE ANNE'S NC #111,5959 TRIANGLE TOWN BLVD ,STE EU-2133,RALEIGH,NC,27616,(919) 792-2548,2017/08/30 04:00:00+00,Food Stand,2396,-78.57603863,35.86599856,M
2003111,04092021883,RALEIGH STEAK ESCAPE,4325 GLENWOOD AVE ,UNIT 2052,RALEIGH,NC,27511,(919) 786-0404,2015/09/30 04:00:00+00,Food Stand,2401,-78.68184484,35.84183815,T
2003112,04092018402,Bonafide Bakeshop & Cafe,1232 W WILLIAMS ST,,APEX,NC,27502,(919) 372-5000,2020/07/13 04:00:00+00,Restaurant,2404,-78.87260887,35.74617982,M
2003113,04092018193,Pace Yourself Run Company,242 S MAIN ST,Suite 102,HOLLY SPRINGS,NC,27540-9094,(919) 346-8182,2019/10/04 04:00:00+00,Restaurant,2405,-78.83395027,35.64920445,M
2003114,04092030390,Rosewood Bitters (WCID #678),903 N Smithfield RD ,,KNIGHTDALE,NC,27575,(704) 913-4693,2019/01/23 05:00:00+00,Mobile Food Units,2410,-78.48796476,35.79576936,M
2003115,04092012954,Vic's Italian Cafe,331 BLAKE ST ,,RALEIGH,NC,27601-1801,(919) 829-7090,1999/06/30 04:00:00+00,Restaurant,2416,-78.63563104,35.77592649,M
2003116,04092020878,Han-Dee Hugo's #62,10550 DURANT RD ,,RALEIGH,NC,27614-9478,(919) 518-2474,1999/05/21 04:00:00+00,Food Stand,2421,-78.59030503,35.90565755,M
2003117,04092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 322-5990,2013/05/31 04:00:00+00,Restaurant,2424,-78.692995,35.81676997,M
2003118,04092015519,GOLDEN CHINA CHINESE RESTAURANT,2432 SW CARY PKY ,,CARY,NC,27513,(919) 380-7891,2009/11/24 05:00:00+00,Restaurant,2434,-78.82085718,35.76363975,M
2003119,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 04:00:00+00,Food Stand,2436,-78.79652253,35.70711378,M
2003120,04092010350,Harris Teeter #289 Deli ,2603 GLENWOOD AVE ,,RALEIGH,NC,27608-1044,(919) 787-5526,1991/03/18 04:00:00+00,Restaurant,2442,-78.66059857,35.81550372,M
2003121,04092090006,Elderly Nutrition Center Tucker St,616 TUCKER ST,,RALEIGH,NC,27603-1232,(919) 832-2592,1991/03/18 04:00:00+00,Elderly Nutrition Sites (catered),2457,-78.64835327,35.7866325,M
2003122,04092110100,Weatherstone Elem. Sch. Cafeteria,1000 Olde Weatherstone Way ,,CARY,NC,27513,(919) 380-6985,1995/09/05 04:00:00+00,Public School Lunchrooms,2467,-78.81014089,35.7924439,M
2003123,04092011948,Starbucks Coffee # 8217,6282 GLENWOOD AVE ,#104 STE 104,RALEIGH,NC,27612-2651,(919) 785-0111,1996/10/18 04:00:00+00,Restaurant,2477,-78.70313649,35.85876954,M
2003124,04092012930,PTA Of Wake Forest,12277 CAPITAL BLVD ,,WAKE FOREST,NC,27587-6200,(919) 554-1400,1999/05/17 04:00:00+00,Restaurant,2482,-78.54097555,35.98087356,M
2003125,04092016684,CHINA QUEEN,2233-103 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 832-8882,2014/05/16 04:00:00+00,Restaurant,2469,-78.6777461,35.7779645,M
2003126,04092018332,Taqueria La Costena,101 DICKENS RD,,FUQUAY VARINA,NC,27526,(919) 244-9788,2020/03/02 05:00:00+00,Restaurant,2486,-78.81133237,35.61594652,M
2003127,04092021686,HUNT BROTHERS PIZZA,321 S SALEM ST ,,APEX,NC,27502,(919) 362-7134,2011/09/01 04:00:00+00,Food Stand,2488,-78.85352033,35.72724081,M
2003128,04092017444,SAN JOSE MEX & TEQUILA BAR,11201 GALLERIA AVE ,SUITE 101,RALEIGH,NC,27614,(919) 435-6050,2016/10/20 04:00:00+00,Restaurant,2489,-78.54362102,35.94819247,M
2003129,04092017441,PNC CLUB 204-B (PIZZA SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,2490,-78.7229363,35.8032419,M
2003130,04092017440,PNC CLUB 220-B,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 04:00:00+00,Restaurant,2491,-78.7229363,35.8032419,M
2003131,04092017438,MARCO'S PIZZA #8400,9906 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 380-0044,2016/10/27 04:00:00+00,Restaurant,2492,-78.82063472,35.81480892,M
2003132,04092110099,Oak Grove Elem. Sch Cafeteria,10401 Penny Rd,,RALEIGH,NC,27606,(919) 387-4490 ext. 22932,1995/07/21 04:00:00+00,Public School Lunchrooms,2506,-78.78318651,35.71359912,M
2003133,04092025196,Cousins Maine Lobster @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 559-2673,2018/08/01 04:00:00+00,Food Stand,2510,-78.6456917,35.77945516,M
2003134,04092017806,Penn Station East Coast Subs,3001 Hillsborough ST ,,RALEIGH,NC,27607,(984) 232-8444,2018/03/06 05:00:00+00,Restaurant,2511,-78.67702669,35.78909106,M
2003135,04092025198,The Katsu @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 213-1008,2018/08/01 04:00:00+00,Food Stand,2513,-78.6456917,35.77945516,M
2003136,04092018024,Rockin Roll Sushi Express,9650 Strickland RD ,Suite 101,RALEIGH,NC,27615,(919) 803-7926,2019/01/04 05:00:00+00,Restaurant,2514,-78.65677159,35.90420107,T
2003137,04092025199,Curry in a Hurry @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(919) 606-4285,2018/08/01 04:00:00+00,Food Stand,2515,-78.6456917,35.77945516,M
2003138,04092018037,Sophie's Grill and Bar,2734 NC 55 ,,CARY,NC,27519,(919) 355-2377,2019/01/24 05:00:00+00,Restaurant,2512,-78.87104808,35.78541877,M
2003139,04092014553,KFC/Taco Bell #J120104,1011 N Harrison AVE,,CARY,NC,27513,(919) 467-6318,2006/04/21 04:00:00+00,Restaurant,2524,-78.78357999,35.80351274,M
2003140,04092018724,Southern Flavors,84  Hanor LN ,,Wendell,NC,27591,(919) 625-7733,2021/10/20 04:00:00+00,Restaurant,2526,-78.37704073,35.79364277,M
2003141,04092025194,Iyla's Southern Kitchen @ MSFH,411 W Morgan ST ,,RALEIGH,NC,27603,(704) 401-4401,2018/08/01 04:00:00+00,Food Stand,2527,-78.6456917,35.77945516,M
2003142,04092160058,BROOKDALE WAKE FOREST DINING,611 S Brooks ST,,WAKE FOREST,NC,27587,(919) 562-8400,2006/09/05 04:00:00+00,Institutional Food Service,2521,-78.5098293,35.97161717,M
2003143,04092018718,La Grassa Pastificio,908 NE MAYNARD RD,,CARY,NC,27513,,2021/10/05 04:00:00+00,Restaurant,2533,-78.76838489,35.80043169,M
2003144,04092017794,Bottles & Cans,9954 Chapel Hill RD ,,Cary,NC,27513,(919) 907-0852,2018/01/31 05:00:00+00,Restaurant,2528,0,0,U
2003145,04092050012,Word Of God Church School Cafeteria,3000 ROCK QUARRY RD ,,RALEIGH,NC,27610-5110,(919) 834-1141,1993/09/24 04:00:00+00,Private School Lunchrooms,2543,-78.59788519,35.74540122,M
2003146,04092010485,Mecca Restaurant,13 E MARTIN ST ,,RALEIGH,NC,27601-1841,(919) 832-5714,1991/04/02 04:00:00+00,Restaurant,2564,-78.63864258,35.77709453,M
2003147,04092020045,Community Mart,10128 OLD STAGE RD ,,RALEIGH,NC,27603-9559,(919) 772-1451,1991/04/03 04:00:00+00,Food Stand,2568,-78.67183243,35.63532099,M
2003148,04092030294,The Naked Empanada (WCID #542),218 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 609-5725,2015/11/18 05:00:00+00,Mobile Food Units,2576,-78.51016553,35.97750081,M
2003149,04092016333,BAD DADDY'S BURGER BAR,111 SEABOARD AVE ,,RALEIGH,NC,27604,(919) 747-9163,2012/12/27 05:00:00+00,Restaurant,2600,-78.64016785,35.78860778,M
2003150,04092017660,TASTE OF CHINA,14460 FALLS OF NEUSE RD ,SUITE 177,RALEIGH,NC,27614,(919) 488-3737,2017/08/11 04:00:00+00,Restaurant,2601,-78.54362008,35.94386602,M
2003151,04092021881,FOOD LION #1589 PRODUCE,3417 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 577-0555,2015/09/15 04:00:00+00,Food Stand,2602,-78.7258865,35.62516136,M
2003152,04092017030,CHIPOTLE 2485,204 CROSSROADS BLVD ,SUITE 212,CARY,NC,27518,(919) 233-8242,2015/09/14 04:00:00+00,Restaurant,2604,-78.74109738,35.76025037,M
2003153,04092017724,Glory Days Grill,1413 Kelly RD ,,Apex,NC,27502,(919) 434-3726,2017/11/08 05:00:00+00,Restaurant,2618,-78.89379203,35.73782787,M
2003154,04092010845,42nd St Oyster Bar,508 W JONES ST ,,RALEIGH,NC,27603-1429,(919) 831-2811,1991/04/25 04:00:00+00,Restaurant,2623,-78.6463342,35.78313026,M
2003155,04092017664,SHEETZ #634,8101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 890-5331,2017/08/08 04:00:00+00,Restaurant,2657,-78.72883202,35.87359133,M
2003156,04092012029,Wake Technical Community College Rest.,9101 FAYETTEVILLE RD,,RALEIGH,NC,27603-5655,(919) 662-3417,1997/04/02 04:00:00+00,Restaurant,2673,-78.703875,35.65085574,M
2003157,04092018239,Mezeh Grill,2316 HILLSBOROUGH ST,106,RALEIGH,NC,27607-7384,(919) 386-3435,2019/11/22 05:00:00+00,Restaurant,2686,-78.66664805,35.78770631,M
2003158,04092010274,Franks Pizza Restaurant,2030 NEW BERN AVE ,,RALEIGH,NC,27610-2429,(919) 231-8990,1991/04/25 04:00:00+00,Restaurant,2702,-78.60562461,35.778714,M
2003159,04092010795,Watkins Grill,1625 Wake Forest Rd,,RALEIGH,NC,27604-1332,(919) 834-0467,1991/05/01 04:00:00+00,Restaurant,2707,-78.62518779,35.80177768,M
2003160,04092015057,La Cocina De Mama Greta,1604-101 N Market DR ,,RALEIGH,NC,27609,(919) 872-5360,2008/02/01 05:00:00+00,Restaurant,2729,-78.61053293,35.84160872,M
2003161,04092110495,WILBURN ELEMENTARY CAFETERIA,3707 MARSH CREEK RD ,,RALEIGH,NC,27604,(919) 850-8738 ext. 26370,2011/10/18 04:00:00+00,Public School Lunchrooms,2733,-78.57496127,35.82147155,M
2003162,04092010490,Meredith College Dining Hall,3800 Hillsborough ST ,,RALEIGH,NC,27607-5237,(919) 760-8377,1991/03/19 04:00:00+00,Restaurant,2738,-78.68916347,35.79996371,M
2003163,04092012312,Taco Bell,1205 LAURA VILLAGE RD ,,APEX,NC,27523-7140,(919) 363-6694,1998/10/06 04:00:00+00,Restaurant,2749,-78.83579203,35.74888522,M
2003164,04092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 584-4000,2016/09/19 04:00:00+00,Restaurant,2764,-78.54362008,35.94386602,M
2003165,04092016824,WING STOP #816,7880 ALEXANDER PROMENADE PLACE,,RALEIGH,NC,27617,(919) 237-3919,2014/12/05 05:00:00+00,Restaurant,2766,-78.77695631,35.91424375,M
2003166,04092018496,Chick-fil-A #868,4621 Capital  BLVD ,,RALEIGH,NC,27604,(919) 850-2175,2020/11/13 05:00:00+00,Restaurant,2767,-78.58118683,35.84746002,M
2003167,04092012198,Windsor Point Restaurant,1221 BROAD ST,,FUQUAY VARINA,NC,27526-3602,(919) 552-4580,1998/02/27 05:00:00+00,Restaurant,2763,-78.80163084,35.59974785,T
2003168,04092090004,Wendell Senior Nutrition Site,323 LAKE DR ,,WENDELL,NC,27591-9492,(919) 365-4684,1991/05/01 04:00:00+00,Elderly Nutrition Sites (catered),2772,-78.36549207,35.77892806,M
2003169,04092010237,El Dorado Mexican Restaurant,2811 Brentwood Rd,,RALEIGH,NC,27604-3225,(919) 821-3735,1991/05/02 04:00:00+00,Restaurant,2775,-78.59615202,35.81727946,M
2003170,04092010775,Upper Deck,329 N HARRISON AVE,,CARY,NC,27513-4560,(919) 460-1786,1991/05/06 04:00:00+00,Restaurant,2779,-78.78374109,35.78994545,M
2003171,04092010708,Subway,4112 PLEASANT VALLEY RD ,,RALEIGH,NC,27612-6256,(919) 787-7981,1991/05/13 04:00:00+00,Restaurant,2786,-78.70472608,35.86043731,M
2003172,04092110001,Northwoods Elementary Cafeteria,8850 CHAPEL HILL RD ,,CARY,NC,27513-3741,(919) 460-3491 ext. 26939,1991/09/16 04:00:00+00,Public School Lunchrooms,2788,-78.7896079,35.79556729,M
